row	genotype	experiment	sublock	Block	Type
1480	BGEM-0027-S X MO17	HN	sb3	BK1	Hybrid
1481	BGEM-0101-S X MO17	HN	sb3	BK1	Hybrid
1482	B73 X MO17	HN	sb3	BK1	Hybrid
1483	BGEM-0219-S X MO17	HN	sb3	BK1	Hybrid
1484	BGEM-0179-S X MO17	HN	sb3	BK1	Hybrid
1485	BGEM-0117-S X MO17	HN	sb3	BK1	Hybrid
1486	BGEM-0200-S X MO17	HN	sb3	BK1	Hybrid
1487	BGEM-0156-S X MO17	HN	sb3	BK1	Hybrid
1488	B73 X MO17	HN	sb3	BK1	Hybrid
1489	BGEM-0148-S X MO17	HN	sb4	BK1	Hybrid
1490	BGEM-0030-S X MO17	HN	sb4	BK1	Hybrid
1491	BGEM-0052-S X MO17	HN	sb4	BK1	Hybrid
1492	BGEM-0226-S X MO17	HN	sb4	BK1	Hybrid
1493	BGEM-0198-S X MO17	HN	sb4	BK1	Hybrid
1494	B73 X MO17	HN	sb4	BK1	Hybrid
1495	BGEM-0023-S X MO17	HN	sb4	BK1	Hybrid
1496	BGEM-0264-S X MO17	HN	sb4	BK1	Hybrid
1497	BGEM-0218-S X MO17	HN	sb4	BK1	Hybrid
1498	BGEM-0175-S X MO17	HN	sb4	BK1	Hybrid
1499	BGEM-0057-S X MO17	HN	sb4	BK1	Hybrid
1500	B73 X MO17	HN	sb4	BK1	Hybrid
1501	BGEM-0056-S X MO17	HN	sb2	BK1	Hybrid
1502	BGEM-0070-S X MO17	HN	sb2	BK1	Hybrid
1503	BGEM-0187-S X MO17	HN	sb2	BK1	Hybrid
1504	BGEM-0222-S X MO17	HN	sb2	BK1	Hybrid
1505	BGEM-0221-S X MO17	HN	sb2	BK1	Hybrid
1506	B73 X MO17	HN	sb2	BK1	Hybrid
1507	BGEM-0252-S X MO17	HN	sb2	BK1	Hybrid
1508	BGEM-0014-S X MO17	HN	sb2	BK1	Hybrid
1509	BGEM-0054-S X MO17	HN	sb2	BK1	Hybrid
1510	BGEM-0167-S X MO17	HN	sb2	BK1	Hybrid
1511	BGEM-0036-S X MO17	HN	sb2	BK1	Hybrid
1512	B73 X MO17	HN	sb2	BK1	Hybrid
1513	BGEM-0035-S X MO17	HN	sb2	BK1	Hybrid
1514	BGEM-0168-S X MO17	HN	sb2	BK1	Hybrid
1515	BGEM-0214-S X MO17	HN	sb2	BK1	Hybrid
1516	BGEM-0160-S X MO17	HN	sb2	BK1	Hybrid
1517	BGEM-0082-S X MO17	HN	sb2	BK1	Hybrid
1518	LH109 X LH123	HN	sb2	BK1	Hybrid
1519	BGEM-0244-S X MO17	HN	sb2	BK1	Hybrid
1520	BGEM-0108-S X MO17	HN	sb2	BK1	Hybrid
1521	BGEM-0199-S X MO17	HN	sb2	BK1	Hybrid
1522	BGEM-0076-S X MO17	HN	sb2	BK1	Hybrid
1523	BGEM-0154-S X MO17	HN	sb2	BK1	Hybrid
1524	PHB47 X PHW52	HN	sb2	BK1	Hybrid
1525	BGEM-0164-S X MO17	HN	sb2	BK1	Hybrid
1526	BGEM-0060-S X MO17	HN	sb4	BK1	Hybrid
1527	BGEM-0026-S X MO17	HN	sb4	BK1	Hybrid
1528	BGEM-0171-S X MO17	HN	sb4	BK1	Hybrid
1529	BGEM-0170-S X MO17	HN	sb4	BK1	Hybrid
1530	PHG86 X B73	HN	sb4	BK1	Hybrid
1531	BGEM-0072-S X MO17	HN	sb4	BK1	Hybrid
1532	BGEM-0189-S X MO17	HN	sb4	BK1	Hybrid
1533	BGEM-0257-S X MO17	HN	sb4	BK1	Hybrid
1534	BGEM-0173-S X MO17	HN	sb4	BK1	Hybrid
1535	BGEM-0021-S X MO17	HN	sb4	BK1	Hybrid
1536	LH132 X B73	HN	sb4	BK1	Hybrid
1537	BGEM-0084-S X MO17	HN	sb4	BK1	Hybrid
1538	BGEM-0015-S X MO17	HN	sb4	BK1	Hybrid
1539	BGEM-0255-S X MO17	HN	sb4	BK1	Hybrid
1540	BGEM-0136-S X MO17	HN	sb4	BK1	Hybrid
1541	BGEM-0019-S X MO17	HN	sb4	BK1	Hybrid
1542	LH123 X LH59	HN	sb4	BK1	Hybrid
1543	BGEM-0114-S X MO17	HN	sb4	BK1	Hybrid
1544	BGEM-0245-S X MO17	HN	sb4	BK1	Hybrid
1545	BGEM-0197-S X MO17	HN	sb4	BK1	Hybrid
1546	BGEM-0159-S X MO17	HN	sb4	BK1	Hybrid
1547	BGEM-0251-S X MO17	HN	sb4	BK1	Hybrid
1548	LH109 X LH59	HN	sb4	BK1	Hybrid
1549	BGEM-0161-S X MO17	HN	sb4	BK1	Hybrid
1550	BGEM-0044-S X MO17	HN	sb4	BK1	Hybrid
1551	BGEM-0165-S X MO17	HN	sb2	BK1	Hybrid
1552	BGEM-0083-S X MO17	HN	sb2	BK1	Hybrid
1553	BGEM-0022-S X MO17	HN	sb2	BK1	Hybrid
1554	LH109 X LH59	HN	sb2	BK1	Hybrid
1555	BGEM-0258-S X MO17	HN	sb2	BK1	Hybrid
1556	BGEM-0032-S X MO17	HN	sb2	BK1	Hybrid
1557	BGEM-0047-S X MO17	HN	sb2	BK1	Hybrid
1558	BGEM-0034-S X MO17	HN	sb2	BK1	Hybrid
1559	BGEM-0008-S X MO17	HN	sb2	BK1	Hybrid
1560	PHZ51 X LH123	HN	sb2	BK1	Hybrid
1561	BGEM-0261-S X MO17	HN	sb2	BK1	Hybrid
1562	BGEM-0188-S X MO17	HN	sb2	BK1	Hybrid
1563	BGEM-0254-S X MO17	HN	sb2	BK1	Hybrid
1564	BGEM-0137-S X MO17	HN	sb2	BK1	Hybrid
1565	BGEM-0162-S X MO17	HN	sb2	BK1	Hybrid
1566	LH132 X B73	HN	sb2	BK1	Hybrid
1567	BGEM-0024-S X MO17	HN	sb2	BK1	Hybrid
1568	BGEM-0006-S X MO17	HN	sb2	BK1	Hybrid
1569	BGEM-0079-S X MO17	HN	sb2	BK1	Hybrid
1570	BGEM-0178-S X MO17	HN	sb2	BK1	Hybrid
1571	BGEM-0158-S X MO17	HN	sb2	BK1	Hybrid
1572	PHG86 X PHW52	HN	sb2	BK1	Hybrid
1573	BGEM-0029-S X MO17	HN	sb2	BK1	Hybrid
1574	BGEM-0073-S X MO17	HN	sb2	BK1	Hybrid
1575	BGEM-0053-S X MO17	HN	sb2	BK1	Hybrid
1576	BGEM-0115-S X MO17	HN	sb4	BK1	Hybrid
1577	BGEM-0078-S X MO17	HN	sb4	BK1	Hybrid
1578	PHJ40 X PHW52	HN	sb4	BK1	Hybrid
1579	BGEM-0028-S X MO17	HN	sb4	BK1	Hybrid
1580	BGEM-0010-S X MO17	HN	sb4	BK1	Hybrid
1581	BGEM-0233-S X MO17	HN	sb4	BK1	Hybrid
1582	BGEM-0180-S X MO17	HN	sb4	BK1	Hybrid
1583	BGEM-0112-S X MO17	HN	sb4	BK1	Hybrid
1584	LH123 X PHG50	HN	sb4	BK1	Hybrid
1585	BGEM-0116-S X MO17	HN	sb4	BK1	Hybrid
1586	BGEM-0055-S X MO17	HN	sb4	BK1	Hybrid
1587	BGEM-0111-S X MO17	HN	sb4	BK1	Hybrid
1588	BGEM-0033-S X MO17	HN	sb4	BK1	Hybrid
1589	BGEM-0071-S X MO17	HN	sb4	BK1	Hybrid
1590	PHB47 X PHK29	HN	sb4	BK1	Hybrid
1591	BGEM-0147-S X MO17	HN	sb4	BK1	Hybrid
1592	BGEM-0098-S X MO17	HN	sb4	BK1	Hybrid
1593	BGEM-0048-S X MO17	HN	sb4	BK1	Hybrid
1594	BGEM-0262-S X MO17	HN	sb4	BK1	Hybrid
1595	BGEM-0153-S X MO17	HN	sb4	BK1	Hybrid
1596	LH74 X LH123	HN	sb4	BK1	Hybrid
1597	PHG86 X LHB2	HN	sb4	BK1	Hybrid
1598	PHG86 X PHW52	HN	sb4	BK1	Hybrid
1599	PHG89 X PHW52	HN	sb4	BK1	Hybrid
1600	PHK29 X PHW52	HN	sb4	BK1	Hybrid
2001	BGEM-0318-S	LN	sb1	BK2	Inbred
2002	BGEM-0321-S	LN	sb1	BK2	Inbred
2003	BGEM-0008-S	LN	sb1	BK2	Inbred
2004	BGEM-0113-S	LN	sb1	BK2	Inbred
2005	BGEM-0140-N	LN	sb1	BK2	Inbred
2006	BGEM-0221-S	LN	sb1	BK2	Inbred
2007	BGEM-0047-S	LN	sb1	BK2	Inbred
2008	MO17	LN	sb1	BK2	Inbred
2009	BGEM-0136-S	LN	sb1	BK2	Inbred
2010	BGEM-0244-S	LN	sb1	BK2	Inbred
2011	BGEM-0020-S	LN	sb1	BK2	Inbred
2012	BGEM-0118-S	LN	sb1	BK2	Inbred
2013	BGEM-0032-S	LN	sb1	BK2	Inbred
2014	BGEM-0039-N	LN	sb1	BK2	Inbred
2015	BGEM-0080-S	LN	sb1	BK2	Inbred
2016	B73	LN	sb1	BK2	Inbred
2017	BGEM-0179-S	LN	sb1	BK2	Inbred
2018	BGEM-0214-S	LN	sb1	BK2	Inbred
2019	BGEM-0109-N	LN	sb1	BK2	Inbred
2020	BGEM-0082-S	LN	sb1	BK2	Inbred
2021	BGEM-0114-S	LN	sb1	BK2	Inbred
2022	BGEM-0222-S	LN	sb1	BK2	Inbred
2023	BGEM-0079-S	LN	sb1	BK2	Inbred
2024	MO17	LN	sb1	BK2	Inbred
2025	BGEM-0099-S	LN	sb1	BK2	Inbred
2026	BGEM-0312-S	LN	sb3	BK2	Inbred
2027	BGEM-0245-S	LN	sb3	BK2	Inbred
2028	BGEM-0292-S	LN	sb3	BK2	Inbred
2029	BGEM-0075-S	LN	sb3	BK2	Inbred
2030	BGEM-0204-N	LN	sb3	BK2	Inbred
2031	BGEM-0015-S	LN	sb3	BK2	Inbred
2032	BGEM-0166-S	LN	sb3	BK2	Inbred
2033	B73	LN	sb3	BK2	Inbred
2034	BGEM-0237-N	LN	sb3	BK2	Inbred
2035	BGEM-0152-N	LN	sb3	BK2	Inbred
2036	BGEM-0103-N	LN	sb3	BK2	Inbred
2037	BGEM-0308-S	LN	sb3	BK2	Inbred
2038	BGEM-0231-N	LN	sb3	BK2	Inbred
2039	BGEM-0210-N	LN	sb3	BK2	Inbred
2040	BGEM-0065-N	LN	sb3	BK2	Inbred
2041	MO17	LN	sb3	BK2	Inbred
2042	BGEM-0178-S	LN	sb3	BK2	Inbred
2043	BGEM-0106-N	LN	sb3	BK2	Inbred
2044	BGEM-0069-S	LN	sb3	BK2	Inbred
2045	BGEM-0043-S	LN	sb3	BK2	Inbred
2046	BGEM-0239-N	LN	sb3	BK2	Inbred
2047	BGEM-0325-N	LN	sb3	BK2	Inbred
2048	BGEM-0290-N	LN	sb3	BK2	Inbred
2049	B73	LN	sb3	BK2	Inbred
2050	BGEM-0165-S	LN	sb3	BK2	Inbred
2051	BGEM-0314-S	LN	sb1	BK2	Inbred
2052	BGEM-0068-S	LN	sb1	BK2	Inbred
2053	BGEM-0010-S	LN	sb1	BK2	Inbred
2054	BGEM-0255-S	LN	sb1	BK2	Inbred
2055	BGEM-0266-S	LN	sb1	BK2	Inbred
2056	BGEM-0298-S	LN	sb1	BK2	Inbred
2057	MO17	LN	sb1	BK2	Inbred
2058	BGEM-0203-N	LN	sb1	BK2	Inbred
2059	BGEM-0184-N	LN	sb1	BK2	Inbred
2060	BGEM-0123-N	LN	sb1	BK2	Inbred
2061	BGEM-0037-S	LN	sb1	BK2	Inbred
2062	BGEM-0117-S	LN	sb1	BK2	Inbred
2063	BGEM-0077-S	LN	sb1	BK2	Inbred
2064	BGEM-0085-N	LN	sb1	BK2	Inbred
2065	B73	LN	sb1	BK2	Inbred
2066	BGEM-0326-N	LN	sb1	BK2	Inbred
2067	BGEM-0320-N	LN	sb1	BK2	Inbred
2068	BGEM-0024-S	LN	sb1	BK2	Inbred
2069	BGEM-0013-S	LN	sb1	BK2	Inbred
2070	MO17	LN	sb1	BK2	Inbred
2071	BGEM-0012-S	LN	sb1	BK2	Inbred
2072	BGEM-0023-S	LN	sb1	BK2	Inbred
2073	MO17	LN	sb1	BK2	Inbred
2074	BGEM-0112-S	LN	sb1	BK2	Inbred
2075	BGEM-0197-S	LN	sb1	BK2	Inbred
2076	BGEM-0160-S	LN	sb3	BK2	Inbred
2077	BGEM-0172-S	LN	sb3	BK2	Inbred
2078	BGEM-0192-N	LN	sb3	BK2	Inbred
2079	BGEM-0211-N	LN	sb3	BK2	Inbred
2080	BGEM-0014-S	LN	sb3	BK2	Inbred
2081	BGEM-0235-N	LN	sb3	BK2	Inbred
2082	B73	LN	sb3	BK2	Inbred
2083	BGEM-0250-S	LN	sb3	BK2	Inbred
2084	BGEM-0183-N	LN	sb3	BK2	Inbred
2085	BGEM-0213-S	LN	sb3	BK2	Inbred
2086	BGEM-0056-S	LN	sb3	BK2	Inbred
2087	BGEM-0294-N	LN	sb3	BK2	Inbred
2088	BGEM-0196-N	LN	sb3	BK2	Inbred
2089	BGEM-0051-S	LN	sb3	BK2	Inbred
2090	MO17	LN	sb3	BK2	Inbred
2091	BGEM-0188-S	LN	sb3	BK2	Inbred
2092	BGEM-0011-S	LN	sb3	BK2	Inbred
2093	BGEM-0038-N	LN	sb3	BK2	Inbred
2094	BGEM-0307-S	LN	sb3	BK2	Inbred
2095	BGEM-0252-S	LN	sb3	BK2	Inbred
2096	BGEM-0134-S	LN	sb3	BK2	Inbred
2097	BGEM-0293-N	LN	sb3	BK2	Inbred
2098	B73	LN	sb3	BK2	Inbred
2099	BGEM-0328-S	LN	sb3	BK2	Inbred
2100	BGEM-0027-S	LN	sb3	BK2	Inbred
2101	BGEM-0154-S	LN	sb1	BK2	Inbred
2102	BGEM-0180-S	LN	sb1	BK2	Inbred
2103	BGEM-0137-S	LN	sb1	BK2	Inbred
2104	BGEM-0030-S	LN	sb1	BK2	Inbred
2105	BGEM-0327-N	LN	sb1	BK2	Inbred
2106	MO17	LN	sb1	BK2	Inbred
2107	BGEM-0111-S	LN	sb1	BK2	Inbred
2108	BGEM-0050-S	LN	sb1	BK2	Inbred
2109	BGEM-0040-N	LN	sb1	BK2	Inbred
2110	BGEM-0129-N	LN	sb1	BK2	Inbred
2111	BGEM-0219-S	LN	sb1	BK2	Inbred
2112	BGEM-0066-N	LN	sb1	BK2	Inbred
2113	BGEM-0253-N	LN	sb1	BK2	Inbred
2114	B73	LN	sb1	BK2	Inbred
2115	BGEM-0094-S	LN	sb1	BK2	Inbred
2116	BGEM-0286-N	LN	sb1	BK2	Inbred
2117	BGEM-0055-S	LN	sb1	BK2	Inbred
2118	BGEM-0276-S	LN	sb1	BK2	Inbred
2119	BGEM-0310-S	LN	sb1	BK2	Inbred
2120	BGEM-0167-S	LN	sb1	BK2	Inbred
2121	BGEM-0227-N	LN	sb1	BK2	Inbred
2122	MO17	LN	sb1	BK2	Inbred
2123	BGEM-0095-S	LN	sb1	BK2	Inbred
2124	BGEM-0229-N	LN	sb1	BK2	Inbred
2125	BGEM-0319-S	LN	sb1	BK2	Inbred
2126	BGEM-0193-N	LN	sb3	BK2	Inbred
2127	BGEM-0070-S	LN	sb3	BK2	Inbred
2128	BGEM-0158-S	LN	sb3	BK2	Inbred
2129	BGEM-0264-S	LN	sb3	BK2	Inbred
2130	BGEM-0309-S	LN	sb3	BK2	Inbred
2131	B73	LN	sb3	BK2	Inbred
2132	BGEM-0060-S	LN	sb3	BK2	Inbred
2133	BGEM-0155-S	LN	sb3	BK2	Inbred
2134	BGEM-0052-S	LN	sb3	BK2	Inbred
2135	BGEM-0131-N	LN	sb3	BK2	Inbred
2136	BGEM-0003-N	LN	sb3	BK2	Inbred
2137	BGEM-0324-N	LN	sb3	BK2	Inbred
2138	BGEM-0175-S	LN	sb3	BK2	Inbred
2139	MO17	LN	sb3	BK2	Inbred
2140	BGEM-0233-S	LN	sb3	BK2	Inbred
2141	BGEM-0124-N	LN	sb3	BK2	Inbred
2142	BGEM-0223-N	LN	sb3	BK2	Inbred
2143	BGEM-0061-N	LN	sb3	BK2	Inbred
2144	BGEM-0087-N	LN	sb3	BK2	Inbred
2145	BGEM-0238-N	LN	sb3	BK2	Inbred
2146	BGEM-0257-S	LN	sb3	BK2	Inbred
2147	B73	LN	sb3	BK2	Inbred
2148	BGEM-0240-N	LN	sb3	BK2	Inbred
2149	BGEM-0168-S	LN	sb3	BK2	Inbred
2150	BGEM-0033-S	LN	sb3	BK2	Inbred
2151	BGEM-0150-S	LN	sb1	BK2	Inbred
2152	BGEM-0202-N	LN	sb1	BK2	Inbred
2153	BGEM-0207-N	LN	sb1	BK2	Inbred
2154	BGEM-0116-S	LN	sb1	BK2	Inbred
2155	MO17	LN	sb1	BK2	Inbred
2156	BGEM-0162-S	LN	sb1	BK2	Inbred
2157	BGEM-0282-N	LN	sb1	BK2	Inbred
2158	BGEM-0149-S	LN	sb1	BK2	Inbred
2159	BGEM-0141-N	LN	sb1	BK2	Inbred
2160	BGEM-0115-S	LN	sb1	BK2	Inbred
2161	BGEM-0083-S	LN	sb1	BK2	Inbred
2162	B73	LN	sb1	BK2	Inbred
2163	BGEM-0242-N	LN	sb2	BK2	Inbred
2164	BGEM-0249-N	LN	sb2	BK2	Inbred
2165	BGEM-0164-S	LN	sb2	BK2	Inbred
2166	BGEM-0262-S	LN	sb2	BK2	Inbred
2167	BGEM-0268-S	LN	sb2	BK2	Inbred
2168	BGEM-0181-N	LN	sb2	BK2	Inbred
2169	BGEM-0120-N	LN	sb2	BK2	Inbred
2170	MO17	LN	sb2	BK2	Inbred
2171	BGEM-0228-N	LN	sb2	BK2	Inbred
2172	BGEM-0220-S	LN	sb2	BK2	Inbred
2173	BGEM-0026-S	LN	sb2	BK2	Inbred
2174	BGEM-0259-N	LN	sb2	BK2	Inbred
2175	BGEM-0246-N	LN	sb2	BK2	Inbred
2176	BGEM-0284-N	LN	sb3	BK2	Inbred
2177	BGEM-0121-N	LN	sb3	BK2	Inbred
2178	BGEM-0019-S	LN	sb3	BK2	Inbred
2179	BGEM-0072-S	LN	sb3	BK2	Inbred
2180	B73	LN	sb3	BK2	Inbred
2181	BGEM-0159-S	LN	sb3	BK2	Inbred
2182	BGEM-0208-N	LN	sb3	BK2	Inbred
2183	BGEM-0021-S	LN	sb3	BK2	Inbred
2184	BGEM-0064-N	LN	sb3	BK2	Inbred
2185	BGEM-0277-S	LN	sb3	BK2	Inbred
2186	BGEM-0057-S	LN	sb3	BK2	Inbred
2187	MO17	LN	sb3	BK2	Inbred
2188	B73	LN	sb4	BK2	Inbred
2189	BGEM-0144-N	LN	sb4	BK2	Inbred
2190	BGEM-0236-S	LN	sb4	BK2	Inbred
2191	BGEM-0171-S	LN	sb4	BK2	Inbred
2192	BGEM-0198-S	LN	sb4	BK2	Inbred
2193	BGEM-0049-S	LN	sb4	BK2	Inbred
2194	BGEM-0058-N	LN	sb4	BK2	Inbred
2195	BGEM-0007-S	LN	sb4	BK2	Inbred
2196	MO17	LN	sb4	BK2	Inbred
2197	BGEM-0125-N	LN	sb4	BK2	Inbred
2198	BGEM-0206-N	LN	sb4	BK2	Inbred
2199	BGEM-0092-S	LN	sb4	BK2	Inbred
2200	BGEM-0280-S	LN	sb4	BK2	Inbred
2201	BGEM-0281-N	LN	sb2	BK2	Inbred
2202	BGEM-0073-S	LN	sb2	BK2	Inbred
2203	B73	LN	sb2	BK2	Inbred
2204	BGEM-0048-S	LN	sb2	BK2	Inbred
2205	BGEM-0230-N	LN	sb2	BK2	Inbred
2206	BGEM-0071-S	LN	sb2	BK2	Inbred
2207	BGEM-0306-S	LN	sb2	BK2	Inbred
2208	BGEM-0035-S	LN	sb2	BK2	Inbred
2209	BGEM-0269-S	LN	sb2	BK2	Inbred
2210	BGEM-0036-S	LN	sb2	BK2	Inbred
2211	MO17	LN	sb2	BK2	Inbred
2212	BGEM-0102-N	LN	sb2	BK2	Inbred
2213	BGEM-0305-S	LN	sb2	BK2	Inbred
2214	BGEM-0089-N	LN	sb2	BK2	Inbred
2215	BGEM-0174-N	LN	sb2	BK2	Inbred
2216	BGEM-0067-S	LN	sb2	BK2	Inbred
2217	BGEM-0288-S	LN	sb2	BK2	Inbred
2218	BGEM-0161-S	LN	sb2	BK2	Inbred
2219	B73	LN	sb2	BK2	Inbred
2220	BGEM-0088-N	LN	sb2	BK2	Inbred
2221	BGEM-0187-S	LN	sb2	BK2	Inbred
2222	BGEM-0170-S	LN	sb2	BK2	Inbred
2223	BGEM-0107-N	LN	sb2	BK2	Inbred
2224	BGEM-0225-N	LN	sb2	BK2	Inbred
2225	BGEM-0226-S	LN	sb2	BK2	Inbred
2226	BGEM-0295-S	LN	sb4	BK2	Inbred
2227	BGEM-0148-S	LN	sb4	BK2	Inbred
2228	BGEM-0045-N	LN	sb4	BK2	Inbred
2229	MO17	LN	sb4	BK2	Inbred
2230	BGEM-0300-S	LN	sb4	BK2	Inbred
2231	BGEM-0078-N	LN	sb4	BK2	Inbred
2232	BGEM-0299-N	LN	sb4	BK2	Inbred
2233	BGEM-0302-S	LN	sb4	BK2	Inbred
2234	BGEM-0145-N	LN	sb4	BK2	Inbred
2235	BGEM-0199-S	LN	sb4	BK2	Inbred
2236	BGEM-0122-N	LN	sb4	BK2	Inbred
2237	B73	LN	sb4	BK2	Inbred
2238	BGEM-0054-S	LN	sb4	BK2	Inbred
2239	BGEM-0146-N	LN	sb4	BK2	Inbred
2240	BGEM-0243-S	LN	sb4	BK2	Inbred
2241	BGEM-0130-N	LN	sb4	BK2	Inbred
2242	BGEM-0304-N	LN	sb4	BK2	Inbred
2243	BGEM-0086-N	LN	sb4	BK2	Inbred
2244	BGEM-0283-N	LN	sb4	BK2	Inbred
2245	MO17	LN	sb4	BK2	Inbred
2246	BGEM-0046-N	LN	sb4	BK2	Inbred
2247	BGEM-0138-S	LN	sb4	BK2	Inbred
2248	BGEM-0217-S	LN	sb4	BK2	Inbred
2249	BGEM-0127-N	LN	sb4	BK2	Inbred
2250	BGEM-0182-N	LN	sb4	BK2	Inbred
2251	BGEM-0169-S	LN	sb2	BK2	Inbred
2252	B73	LN	sb2	BK2	Inbred
2253	BGEM-0191-N	LN	sb2	BK2	Inbred
2254	BGEM-0074-S	LN	sb2	BK2	Inbred
2255	BGEM-0323-S	LN	sb2	BK2	Inbred
2256	BGEM-0029-S	LN	sb2	BK2	Inbred
2257	BGEM-0190-N	LN	sb2	BK2	Inbred
2258	BGEM-0022-S	LN	sb2	BK2	Inbred
2259	BGEM-0028-S	LN	sb2	BK2	Inbred
2260	MO17	LN	sb2	BK2	Inbred
2261	BGEM-0291-N	LN	sb2	BK2	Inbred
2262	BGEM-0296-S	LN	sb2	BK2	Inbred
2263	BGEM-0289-N	LN	sb2	BK2	Inbred
2264	BGEM-0151-N	LN	sb2	BK2	Inbred
2265	BGEM-0084-S	LN	sb2	BK2	Inbred
2266	BGEM-0200-S	LN	sb2	BK2	Inbred
2267	BGEM-0101-S	LN	sb2	BK2	Inbred
2268	B73	LN	sb2	BK2	Inbred
2269	BGEM-0303-N	LN	sb2	BK2	Inbred
2270	BGEM-0224-N	LN	sb2	BK2	Inbred
2271	BGEM-0270-S	LN	sb2	BK2	Inbred
2272	BGEM-0279-S	LN	sb2	BK2	Inbred
2273	BGEM-0004-N	LN	sb2	BK2	Inbred
2274	BGEM-0260-N	LN	sb2	BK2	Inbred
2275	BGEM-0256-N	LN	sb2	BK2	Inbred
2276	BGEM-0313-S	LN	sb4	BK2	Inbred
2277	BGEM-0025-S	LN	sb4	BK2	Inbred
2278	MO17	LN	sb4	BK2	Inbred
2279	BGEM-0261-S	LN	sb4	BK2	Inbred
2280	BGEM-0278-S	LN	sb4	BK2	Inbred
2281	BGEM-0062-N	LN	sb4	BK2	Inbred
2282	BGEM-0272-S	LN	sb4	BK2	Inbred
2283	BGEM-0053-S	LN	sb4	BK2	Inbred
2284	BGEM-0091-N	LN	sb4	BK2	Inbred
2285	BGEM-0205-N	LN	sb4	BK2	Inbred
2286	B73	LN	sb4	BK2	Inbred
2287	BGEM-0078-S	LN	sb4	BK2	Inbred
2288	BGEM-0263-S	LN	sb4	BK2	Inbred
2289	BGEM-0041-S	LN	sb4	BK2	Inbred
2290	BGEM-0189-S	LN	sb4	BK2	Inbred
2291	BGEM-0143-N	LN	sb4	BK2	Inbred
2292	BGEM-0156-S	LN	sb4	BK2	Inbred
2293	BGEM-0258-S	LN	sb4	BK2	Inbred
2294	MO17	LN	sb4	BK2	Inbred
2295	BGEM-0315-S	LN	sb4	BK2	Inbred
2296	BGEM-0201-N	LN	sb4	BK2	Inbred
2297	BGEM-0063-N	LN	sb4	BK2	Inbred
2298	BGEM-0110-N	LN	sb4	BK2	Inbred
2299	BGEM-0147-S	LN	sb4	BK2	Inbred
2300	BGEM-0311-N	LN	sb4	BK2	Inbred
2301	B73	LN	sb2	BK2	Inbred
2302	BGEM-0218-S	LN	sb2	BK2	Inbred
2303	BGEM-0163-S	LN	sb2	BK2	Inbred
2304	BGEM-0247-N	LN	sb2	BK2	Inbred
2305	BGEM-0287-N	LN	sb2	BK2	Inbred
2306	BGEM-0059-S	LN	sb2	BK2	Inbred
2307	BGEM-0173-S	LN	sb2	BK2	Inbred
2308	BGEM-0108-S	LN	sb2	BK2	Inbred
2309	MO17	LN	sb2	BK2	Inbred
2310	BGEM-0297-N	LN	sb2	BK2	Inbred
2311	BGEM-0185-N	LN	sb2	BK2	Inbred
2312	BGEM-0157-N	LN	sb2	BK2	Inbred
2313	BGEM-0322-S	LN	sb2	BK2	Inbred
2314	BGEM-0100-S	LN	sb2	BK2	Inbred
2315	BGEM-0090-N	LN	sb2	BK2	Inbred
2316	BGEM-0034-S	LN	sb2	BK2	Inbred
2317	B73	LN	sb2	BK2	Inbred
2318	BGEM-0097-S	LN	sb2	BK2	Inbred
2319	BGEM-0285-N	LN	sb2	BK2	Inbred
2320	BGEM-0216-N	LN	sb2	BK2	Inbred
2321	BGEM-0316-S	LN	sb2	BK2	Inbred
2322	BGEM-0153-S	LN	sb2	BK2	Inbred
2323	BGEM-0186-S	LN	sb2	BK2	Inbred
2324	BGEM-0042-S	LN	sb2	BK2	Inbred
2325	MO17	LN	sb2	BK2	Inbred
2326	BGEM-0031-S	LN	sb4	BK2	Inbred
2327	B73	LN	sb4	BK2	Inbred
2328	BGEM-0076-S	LN	sb4	BK2	Inbred
2329	BGEM-0301-S	LN	sb4	BK2	Inbred
2330	BGEM-0209-N	LN	sb4	BK2	Inbred
2331	BGEM-0018-S	LN	sb4	BK2	Inbred
2332	BGEM-0215-N	LN	sb4	BK2	Inbred
2333	BGEM-0081-S	LN	sb4	BK2	Inbred
2334	BGEM-0317-S	LN	sb4	BK2	Inbred
2335	MO17	LN	sb4	BK2	Inbred
2336	BGEM-0251-S	LN	sb4	BK2	Inbred
2337	BGEM-0212-N	LN	sb4	BK2	Inbred
2338	BGEM-0001-N	LN	sb4	BK2	Inbred
2339	BGEM-0002-N	LN	sb4	BK2	Inbred
2340	BGEM-0126-N	LN	sb4	BK2	Inbred
2341	BGEM-0254-S	LN	sb4	BK2	Inbred
2342	BGEM-0105-N	LN	sb4	BK2	Inbred
2343	B73	LN	sb4	BK2	Inbred
2344	BGEM-0248-N	LN	sb4	BK2	Inbred
2345	BGEM-0044-S	LN	sb4	BK2	Inbred
2346	BGEM-0005-N	LN	sb4	BK2	Inbred
2347	BGEM-0006-S	LN	sb4	BK2	Inbred
2348	BGEM-0133-S	LN	sb4	BK2	Inbred
2349	BGEM-0098-S	LN	sb4	BK2	Inbred
2350	MO17	LN	sb4	BK2	Inbred
2351	PHJ40 X PHK29	LN	sb1	BK2	Hybrid
2352	PHG86 X B73	LN	sb1	BK2	Hybrid
2353	PHG86 X LHB2	LN	sb1	BK2	Hybrid
